Site_ID,Class_Name,End_Date,Start_Time,Capacity,Booked,Price_INR,End_DateTime,Weekday,Hour,Capacity_Utilization,Revenue,MaxBookes,Dataset
SBP,Body Balance 7pm-8pm,23-May-18,19:00:00,35,18,2499.0,2018-05-23,Wednesday,19,51.43,44982.0,35,Train
SBP,Body Balance 7pm-8pm,30-May-18,19:00:00,35,24,2499.0,2018-05-30,Wednesday,19,68.57,59976.0,35,Train
SBP,Body Combat   5.00-6.00pm,9-Apr-18,17:00:00,35,14,1499.0,2018-04-09,Monday,17,40.0,20986.0,35,Train
SBP,Body Combat   5.00-6.00pm,16-Apr-18,17:00:00,35,15,1499.0,2018-04-16,Monday,17,42.86,22485.0,35,Train
SBP,Body Combat   5.00-6.00pm,23-Apr-18,17:00:00,35,17,1499.0,2018-04-23,Monday,17,48.57,25483.0,35,Train
SBP,Body Combat   5.00-6.00pm,30-Apr-18,17:00:00,35,15,1499.0,2018-04-30,Monday,17,42.86,22485.0,35,Train
SBP,Body Combat   5.00-6.00pm,14-May-18,17:00:00,35,14,1499.0,2018-05-14,Monday,17,40.0,20986.0,35,Train
SBP,Body Combat   5.00-6.00pm,21-May-18,17:00:00,35,13,1499.0,2018-05-21,Monday,17,37.14,19487.0,35,Train
BRP,Body Combat 10-11am,7-Apr-18,10:00:00,35,32,1499.0,2018-04-07,Saturday,10,91.43,47968.0,35,Train
BRP,Body Combat 10-11am,21-Apr-18,10:00:00,35,28,1499.0,2018-04-21,Saturday,10,80.0,41972.0,35,Train
BRP,Body Combat 10-11am,28-Apr-18,10:00:00,35,27,1499.0,2018-04-28,Saturday,10,77.14,40473.0,35,Train
BRP,Body Combat 10-11am,5-May-18,10:00:00,35,29,1499.0,2018-05-05,Saturday,10,82.86,43471.0,35,Train
BRP,Body Combat 10-11am,12-May-18,10:00:00,35,22,1499.0,2018-05-12,Saturday,10,62.86,32978.0,35,Train
BRP,Body Combat 10-11am,19-May-18,10:00:00,35,7,1499.0,2018-05-19,Saturday,10,20.0,10493.0,35,Train
SBP,Body Combat 10.00-11.00am,5-Apr-18,10:00:00,40,27,1499.0,2018-04-05,Thursday,10,67.5,40473.0,40,Train
SBP,Body Combat 10.00-11.00am,12-Apr-18,10:00:00,40,23,1499.0,2018-04-12,Thursday,10,57.5,34477.0,40,Train
SBP,Body Combat 10.00-11.00am,19-Apr-18,10:00:00,40,26,1499.0,2018-04-19,Thursday,10,65.0,38974.0,40,Train
SBP,Body Combat 10.00-11.00am,26-Apr-18,10:00:00,40,38,1499.0,2018-04-26,Thursday,10,95.0,56962.0,40,Train
SBP,Body Combat 10.00-11.00am,3-May-18,10:00:00,40,28,1499.0,2018-05-03,Thursday,10,70.0,41972.0,40,Train
SBP,Body Combat 10.00-11.00am,10-May-18,10:00:00,40,33,1499.0,2018-05-10,Thursday,10,82.5,49467.0,40,Train
SBP,Body Combat 10.00-11.00am,17-May-18,10:00:00,40,31,1499.0,2018-05-17,Thursday,10,77.5,46469.0,40,Train
SBP,Body Combat 10.00-11.00am,24-May-18,10:00:00,40,27,1499.0,2018-05-24,Thursday,10,67.5,40473.0,40,Train
SBP,Body Combat 10.00-11.00am,31-May-18,10:00:00,40,28,1499.0,2018-05-31,Thursday,10,70.0,41972.0,40,Train
BRP,Body Combat 10.30,26-May-18,10:30:00,35,25,1499.0,2018-05-26,Saturday,10,71.43,37475.0,35,Train
SBP,Body Combat 10.30-11.30,7-Apr-18,10:30:00,35,34,1499.0,2018-04-07,Saturday,10,97.14,50966.0,35,Train
SBP,Body Combat 10.30-11.30,21-Apr-18,10:30:00,35,25,1499.0,2018-04-21,Saturday,10,71.43,37475.0,35,Train
SBP,Body Combat 10.30-11.30,28-Apr-18,10:30:00,35,34,1499.0,2018-04-28,Saturday,10,97.14,50966.0,35,Train
SBP,Body Combat 10.30-11.30,5-May-18,10:30:00,35,32,1499.0,2018-05-05,Saturday,10,91.43,47968.0,35,Train
SBP,Body Combat 10.30-11.30,12-May-18,10:30:00,35,35,1499.0,2018-05-12,Saturday,10,100.0,52465.0,35,Train
SBP,Body Combat 10.30-11.30,19-May-18,10:30:00,35,24,1499.0,2018-05-19,Saturday,10,68.57,35976.0,35,Train
NBL,Body Combat 11-12pm,14-Apr-18,11:00:00,60,60,1499.0,2018-04-14,Saturday,11,100.0,89940.0,60,Train
SBP,Body Combat 11.30-12.30pm,2-Apr-18,11:30:00,35,26,1499.0,2018-04-02,Monday,11,74.29,38974.0,35,Train
SBP,Body Combat 11.30-12.30pm,9-Apr-18,11:30:00,35,6,1499.0,2018-04-09,Monday,11,17.14,8994.0,35,Train
SBP,Body Combat 11.30-12.30pm,16-Apr-18,11:30:00,35,7,1499.0,2018-04-16,Monday,11,20.0,10493.0,35,Train
SBP,Body Combat 11.30-12.30pm,23-Apr-18,11:30:00,35,8,1499.0,2018-04-23,Monday,11,22.86,11992.0,35,Train
SBP,Body Combat 11.30-12.30pm,30-Apr-18,11:30:00,35,7,1499.0,2018-04-30,Monday,11,20.0,10493.0,35,Train
SBP,Body Combat 11.30-12.30pm,7-May-18,11:30:00,35,12,1499.0,2018-05-07,Monday,11,34.29,17988.0,35,Train
SBP,Body Combat 11.30-12.30pm,14-May-18,11:30:00,35,9,1499.0,2018-05-14,Monday,11,25.71,13491.0,35,Train
SBP,Body Combat 11.30-12.30pm,21-May-18,11:30:00,35,11,1499.0,2018-05-21,Monday,11,31.43,16489.0,35,Train
SBP,Body Combat 11.30-12.30pm,28-May-18,11:30:00,35,16,1499.0,2018-05-28,Monday,11,45.71,23984.0,35,Train
BRP,Body Combat 5-6pm,6-Apr-18,17:00:00,35,27,1499.0,2018-04-06,Friday,17,77.14,40473.0,35,Train
BRP,Body Combat 5-6pm,13-Apr-18,17:00:00,35,29,1499.0,2018-04-13,Friday,17,82.86,43471.0,35,Train
BRP,Body Combat 5-6pm,20-Apr-18,17:00:00,35,26,1499.0,2018-04-20,Friday,17,74.29,38974.0,35,Train
BRP,Body Combat 5-6pm,27-Apr-18,17:00:00,35,32,1499.0,2018-04-27,Friday,17,91.43,47968.0,35,Train
BRP,Body Combat 5-6pm,4-May-18,17:00:00,35,31,1499.0,2018-05-04,Friday,17,88.57,46469.0,35,Train
BRP,Body Combat 5-6pm,11-May-18,17:00:00,35,29,1499.0,2018-05-11,Friday,17,82.86,43471.0,35,Train
BRP,Body Combat 5-6pm,18-May-18,17:00:00,35,28,1499.0,2018-05-18,Friday,17,80.0,41972.0,35,Train
BRP,Body Combat 5-6pm,25-May-18,17:00:00,35,27,1499.0,2018-05-25,Friday,17,77.14,40473.0,35,Train
SBP,Body Combat 5.00-6.00pm,4-Apr-18,17:00:00,35,31,1499.0,2018-04-04,Wednesday,17,88.57,46469.0,35,Train
SBP,Body Combat 5.00-6.00pm,11-Apr-18,17:00:00,35,28,1499.0,2018-04-11,Wednesday,17,80.0,41972.0,35,Train
SBP,Body Combat 5.00-6.00pm,18-Apr-18,17:00:00,35,26,1499.0,2018-04-18,Wednesday,17,74.29,38974.0,35,Train
SBP,Body Combat 5.00-6.00pm,25-Apr-18,17:00:00,35,32,1499.0,2018-04-25,Wednesday,17,91.43,47968.0,35,Train
SBP,Body Combat 5.00-6.00pm,2-May-18,17:00:00,35,29,1499.0,2018-05-02,Wednesday,17,82.86,43471.0,35,Train
SBP,Body Combat 5.00-6.00pm,9-May-18,17:00:00,35,22,1499.0,2018-05-09,Wednesday,17,62.86,32978.0,35,Train
SBP,Body Combat 5.00-6.00pm,16-May-18,17:00:00,35,26,1499.0,2018-05-16,Wednesday,17,74.29,38974.0,35,Train
SBP,Body Combat 5.00-6.00pm,23-May-18,17:00:00,35,27,1499.0,2018-05-23,Wednesday,17,77.14,40473.0,35,Train
SBP,Body Combat 5.00-6.00pm,30-May-18,17:00:00,35,29,1499.0,2018-05-30,Wednesday,17,82.86,43471.0,35,Train
NBL,Body Combat 5.30-6.30pm,5-Apr-18,17:30:00,60,15,1499.0,2018-04-05,Thursday,17,25.0,22485.0,60,Train
NBL,Body Combat 5.30-6.30pm,12-Apr-18,17:30:00,60,11,1499.0,2018-04-12,Thursday,17,18.33,16489.0,60,Train
NBL,Body Combat 5.30-6.30pm,19-Apr-18,17:30:00,60,17,1499.0,2018-04-19,Thursday,17,28.33,25483.0,60,Train
NBL,Body Combat 5.30-6.30pm,26-Apr-18,17:30:00,60,15,1499.0,2018-04-26,Thursday,17,25.0,22485.0,60,Train
NBL,Body Combat 5.30-6.30pm,3-May-18,17:30:00,60,13,1499.0,2018-05-03,Thursday,17,21.67,19487.0,60,Train
NBL,Body Combat 5.30-6.30pm,10-May-18,17:30:00,60,14,1499.0,2018-05-10,Thursday,17,23.33,20986.0,60,Train
NBL,Body Combat 5.30-6.30pm,17-May-18,17:30:00,60,11,1499.0,2018-05-17,Thursday,17,18.33,16489.0,60,Train
NBL,Body Combat 5.30-6.30pm,24-May-18,17:30:00,60,11,1499.0,2018-05-24,Thursday,17,18.33,16489.0,60,Train
NBL,Body Combat 5.30-6.30pm,31-May-18,17:30:00,60,15,1499.0,2018-05-31,Thursday,17,25.0,22485.0,60,Train
NBL,Body Combat 5.45-6.45pm,4-Apr-18,17:45:00,60,19,1499.0,2018-04-04,Wednesday,17,31.67,28481.0,60,Train
NBL,Body Combat 5.45-6.45pm,11-Apr-18,17:45:00,60,33,1499.0,2018-04-11,Wednesday,17,55.0,49467.0,60,Train
NBL,Body Combat 5.45-6.45pm,18-Apr-18,17:45:00,60,21,1499.0,2018-04-18,Wednesday,17,35.0,31479.0,60,Train
NBL,Body Combat 5.45-6.45pm,25-Apr-18,17:45:00,60,19,1499.0,2018-04-25,Wednesday,17,31.67,28481.0,60,Train
NBL,Body Combat 5.45-6.45pm,2-May-18,17:45:00,60,23,1499.0,2018-05-02,Wednesday,17,38.33,34477.0,60,Train
NBL,Body Combat 5.45-6.45pm,9-May-18,17:45:00,60,20,1499.0,2018-05-09,Wednesday,17,33.33,29980.0,60,Train
NBL,Body Combat 5.45-6.45pm,16-May-18,17:45:00,60,16,1499.0,2018-05-16,Wednesday,17,26.67,23984.0,60,Train
NBL,Body Combat 5.45-6.45pm,23-May-18,17:45:00,60,14,1499.0,2018-05-23,Wednesday,17,23.33,20986.0,60,Train
NBL,Body Combat 5.45-6.45pm,30-May-18,17:45:00,60,20,1499.0,2018-05-30,Wednesday,17,33.33,29980.0,60,Train
SBP,Body Combat 6-7.00pm,6-Apr-18,18:00:00,35,29,1499.0,2018-04-06,Friday,18,82.86,43471.0,35,Train
SBP,Body Combat 6-7.00pm,13-Apr-18,18:00:00,35,30,1499.0,2018-04-13,Friday,18,85.71,44970.0,35,Train
SBP,Body Combat 6-7.00pm,20-Apr-18,18:00:00,35,27,1499.0,2018-04-20,Friday,18,77.14,40473.0,35,Train
SBP,Body Combat 6-7.00pm,27-Apr-18,18:00:00,35,25,1499.0,2018-04-27,Friday,18,71.43,37475.0,35,Train
SBP,Body Combat 6-7.00pm,4-May-18,18:00:00,35,34,1499.0,2018-05-04,Friday,18,97.14,50966.0,35,Train
SBP,Body Combat 6-7.00pm,11-May-18,18:00:00,35,28,1499.0,2018-05-11,Friday,18,80.0,41972.0,35,Train
SBP,Body Combat 6-7.00pm,18-May-18,18:00:00,35,27,1499.0,2018-05-18,Friday,18,77.14,40473.0,35,Train
SBP,Body Combat 6-7.00pm,25-May-18,18:00:00,35,28,1499.0,2018-05-25,Friday,18,80.0,41972.0,35,Train
BRP,Body Combat 6.00-7.00pm,5-Apr-18,18:00:00,35,31,1499.0,2018-04-05,Thursday,18,88.57,46469.0,35,Train
BRP,Body Combat 6.00-7.00pm,12-Apr-18,18:00:00,35,25,1499.0,2018-04-12,Thursday,18,71.43,37475.0,35,Train
BRP,Body Combat 6.00-7.00pm,19-Apr-18,18:00:00,35,24,1499.0,2018-04-19,Thursday,18,68.57,35976.0,35,Train
BRP,Body Combat 6.00-7.00pm,26-Apr-18,18:00:00,35,28,1499.0,2018-04-26,Thursday,18,80.0,41972.0,35,Train
BRP,Body Combat 6.00-7.00pm,3-May-18,18:00:00,35,26,1499.0,2018-05-03,Thursday,18,74.29,38974.0,35,Train
BRP,Body Combat 6.00-7.00pm,17-May-18,18:00:00,35,30,1499.0,2018-05-17,Thursday,18,85.71,44970.0,35,Train
BRP,Body Combat 6.00-7.00pm,24-May-18,18:00:00,35,23,1499.0,2018-05-24,Thursday,18,65.71,34477.0,35,Train
BRP,Body Combat 6.00-7.00pm,31-May-18,18:00:00,35,31,1499.0,2018-05-31,Thursday,18,88.57,46469.0,35,Train
NBL,Body Combat 6.45-7.45pm,9-Apr-18,18:45:00,60,22,1499.0,2018-04-09,Monday,18,36.67,32978.0,60,Train
NBL,Body Combat 6.45-7.45pm,16-Apr-18,18:45:00,60,17,1499.0,2018-04-16,Monday,18,28.33,25483.0,60,Train
NBL,Body Combat 6.45-7.45pm,23-Apr-18,18:45:00,60,16,1499.0,2018-04-23,Monday,18,26.67,23984.0,60,Train
NBL,Body Combat 6.45-7.45pm,30-Apr-18,18:45:00,60,18,1499.0,2018-04-30,Monday,18,30.0,26982.0,60,Train
NBL,Body Combat 6.45-7.45pm,7-May-18,17:30:00,60,4,1499.0,2018-05-07,Monday,17,6.67,5996.0,60,Train
NBL,Body Combat 6.45-7.45pm,14-May-18,18:45:00,60,11,1499.0,2018-05-14,Monday,18,18.33,16489.0,60,Train
NBL,Body Combat 6.45-7.45pm,21-May-18,18:45:00,60,10,1499.0,2018-05-21,Monday,18,16.67,14990.0,60,Train
BRP,Body Combat 7.00-8.00am,9-Apr-18,7:00:00,35,11,1499.0,2018-04-09,Monday,7,31.43,16489.0,35,Train
BRP,Body Combat 7.00-8.00am,16-Apr-18,7:00:00,35,15,1499.0,2018-04-16,Monday,7,42.86,22485.0,35,Train
BRP,Body Combat 7.00-8.00am,23-Apr-18,7:00:00,35,11,1499.0,2018-04-23,Monday,7,31.43,16489.0,35,Train
BRP,Body Combat 7.00-8.00am,30-Apr-18,7:00:00,35,11,1499.0,2018-04-30,Monday,7,31.43,16489.0,35,Train
BRP,Body Combat 7.00-8.00am,14-May-18,7:00:00,35,11,1499.0,2018-05-14,Monday,7,31.43,16489.0,35,Train
BRP,Body Combat 7.00-8.00am,21-May-18,7:00:00,35,11,1499.0,2018-05-21,Monday,7,31.43,16489.0,35,Train
BRP,Body Combat 7.00-8.00pm,9-Apr-18,19:00:00,35,33,1499.0,2018-04-09,Monday,19,94.29,49467.0,35,Train
BRP,Body Combat 7.00-8.00pm,16-Apr-18,19:00:00,35,31,1499.0,2018-04-16,Monday,19,88.57,46469.0,35,Train
BRP,Body Combat 7.00-8.00pm,23-Apr-18,19:00:00,35,32,1499.0,2018-04-23,Monday,19,91.43,47968.0,35,Train
BRP,Body Combat 7.00-8.00pm,30-Apr-18,19:00:00,35,29,1499.0,2018-04-30,Monday,19,82.86,43471.0,35,Train
BRP,Body Combat 7.00-8.00pm,14-May-18,19:00:00,35,33,1499.0,2018-05-14,Monday,19,94.29,49467.0,35,Train
BRP,Body Combat 7.00-8.00pm,21-May-18,19:00:00,35,30,1499.0,2018-05-21,Monday,19,85.71,44970.0,35,Train
SBP,Body Combat 7.00-8.00pm,3-Apr-18,19:00:00,35,32,1499.0,2018-04-03,Tuesday,19,91.43,47968.0,35,Train
SBP,Body Combat 7.00-8.00pm,9-Apr-18,19:00:00,40,31,1499.0,2018-04-09,Monday,19,77.5,46469.0,40,Train
SBP,Body Combat 7.00-8.00pm,10-Apr-18,19:00:00,35,31,1499.0,2018-04-10,Tuesday,19,88.57,46469.0,35,Train
SBP,Body Combat 7.00-8.00pm,16-Apr-18,19:00:00,40,32,1499.0,2018-04-16,Monday,19,80.0,47968.0,40,Train
SBP,Body Combat 7.00-8.00pm,17-Apr-18,19:00:00,35,27,1499.0,2018-04-17,Tuesday,19,77.14,40473.0,35,Train
SBP,Body Combat 7.00-8.00pm,23-Apr-18,19:00:00,40,37,1499.0,2018-04-23,Monday,19,92.5,55463.0,40,Train
SBP,Body Combat 7.00-8.00pm,24-Apr-18,19:00:00,35,31,1499.0,2018-04-24,Tuesday,19,88.57,46469.0,35,Train
SBP,Body Combat 7.00-8.00pm,30-Apr-18,19:00:00,40,33,1499.0,2018-04-30,Monday,19,82.5,49467.0,40,Train
SBP,Body Combat 7.00-8.00pm,1-May-18,19:00:00,35,30,1499.0,2018-05-01,Tuesday,19,85.71,44970.0,35,Train
SBP,Body Combat 7.00-8.00pm,8-May-18,19:00:00,35,24,1499.0,2018-05-08,Tuesday,19,68.57,35976.0,35,Train
SBP,Body Combat 7.00-8.00pm,14-May-18,19:00:00,40,32,1499.0,2018-05-14,Monday,19,80.0,47968.0,40,Train
SBP,Body Combat 7.00-8.00pm,15-May-18,19:00:00,35,30,1499.0,2018-05-15,Tuesday,19,85.71,44970.0,35,Train
SBP,Body Combat 7.00-8.00pm,21-May-18,19:00:00,40,33,1499.0,2018-05-21,Monday,19,82.5,49467.0,40,Train
SBP,Body Combat 7.00-8.00pm,22-May-18,19:00:00,35,25,1499.0,2018-05-22,Tuesday,19,71.43,37475.0,35,Train
SBP,Body Combat 7.00-8.00pm,29-May-18,19:00:00,35,29,1499.0,2018-05-29,Tuesday,19,82.86,43471.0,35,Train
BRP,Body Combat 9-10am,1-Apr-18,9:00:00,35,29,1499.0,2018-04-01,Sunday,9,82.86,43471.0,35,Train
BRP,Body Combat 9-10am,8-Apr-18,9:00:00,35,27,1499.0,2018-04-08,Sunday,9,77.14,40473.0,35,Train
BRP,Body Combat 9-10am,15-Apr-18,9:00:00,35,31,1499.0,2018-04-15,Sunday,9,88.57,46469.0,35,Train
BRP,Body Combat 9-10am,22-Apr-18,9:00:00,35,32,1499.0,2018-04-22,Sunday,9,91.43,47968.0,35,Train
BRP,Body Combat 9-10am,29-Apr-18,9:00:00,35,31,1499.0,2018-04-29,Sunday,9,88.57,46469.0,35,Train
BRP,Body Combat 9-10am,6-May-18,9:00:00,35,25,1499.0,2018-05-06,Sunday,9,71.43,37475.0,35,Train
BRP,Body Combat 9-10am,13-May-18,9:00:00,35,30,1499.0,2018-05-13,Sunday,9,85.71,44970.0,35,Train
BRP,Body Combat 9-10am,20-May-18,9:00:00,35,29,1499.0,2018-05-20,Sunday,9,82.86,43471.0,35,Train
BRP,Body Combat 9-10am,27-May-18,9:00:00,35,27,1499.0,2018-05-27,Sunday,9,77.14,40473.0,35,Train
SBP,Body Combat 9.15-10.15am,1-Apr-18,9:15:00,35,28,1499.0,2018-04-01,Sunday,9,80.0,41972.0,35,Train
SBP,Body Combat 9.15-10.15am,8-Apr-18,9:15:00,35,35,1499.0,2018-04-08,Sunday,9,100.0,52465.0,35,Train
SBP,Body Combat 9.15-10.15am,15-Apr-18,9:15:00,35,33,1499.0,2018-04-15,Sunday,9,94.29,49467.0,35,Train
SBP,Body Combat 9.15-10.15am,22-Apr-18,9:15:00,35,35,1499.0,2018-04-22,Sunday,9,100.0,52465.0,35,Train
SBP,Body Combat 9.15-10.15am,29-Apr-18,9:15:00,35,35,1499.0,2018-04-29,Sunday,9,100.0,52465.0,35,Train
SBP,Body Combat 9.15-10.15am,6-May-18,9:15:00,35,35,1499.0,2018-05-06,Sunday,9,100.0,52465.0,35,Train
SBP,Body Combat 9.15-10.15am,13-May-18,9:15:00,35,28,1499.0,2018-05-13,Sunday,9,80.0,41972.0,35,Train
SBP,Body Combat 9.15-10.15am,20-May-18,9:15:00,35,35,1499.0,2018-05-20,Sunday,9,100.0,52465.0,35,Train
SBP,Body Combat 9.15-10.15am,27-May-18,9:15:00,35,32,1499.0,2018-05-27,Sunday,9,91.43,47968.0,35,Train
TSC,Body Con 09.30-10.30am,2-Apr-18,9:30:00,24,19,1299.0,2018-04-02,Monday,9,79.17,24681.0,24,Train
TSC,Body Con 09.30-10.30am,9-Apr-18,9:30:00,24,17,1299.0,2018-04-09,Monday,9,70.83,22083.0,24,Train
TSC,Body Con 09.30-10.30am,16-Apr-18,9:30:00,24,20,1299.0,2018-04-16,Monday,9,83.33,25980.0,24,Train
TSC,Body Con 09.30-10.30am,23-Apr-18,9:30:00,24,21,1299.0,2018-04-23,Monday,9,87.5,27279.0,24,Train
TSC,Body Con 09.30-10.30am,30-Apr-18,9:30:00,24,24,1299.0,2018-04-30,Monday,9,100.0,31176.0,24,Train
TSC,Body Con 09.30-10.30am,7-May-18,9:30:00,24,23,1299.0,2018-05-07,Monday,9,95.83,29877.0,24,Train
TSC,Body Con 09.30-10.30am,14-May-18,9:30:00,24,22,1299.0,2018-05-14,Monday,9,91.67,28578.0,24,Train
TSC,Body Con 09.30-10.30am,21-May-18,9:30:00,24,16,1299.0,2018-05-21,Monday,9,66.67,20784.0,24,Train
TSC,Body Con 09.30-10.30am,28-May-18,9:30:00,24,19,1299.0,2018-05-28,Monday,9,79.17,24681.0,24,Train
TSC,Body Con 1.45-2.30pm,6-Apr-18,13:45:00,24,6,1299.0,2018-04-06,Friday,13,25.0,7794.0,24,Train
TSC,Body Con 1.45-2.30pm,13-Apr-18,13:45:00,24,6,1299.0,2018-04-13,Friday,13,25.0,7794.0,24,Train
TSC,Body Con 1.45-2.30pm,20-Apr-18,13:45:00,24,9,1299.0,2018-04-20,Friday,13,37.5,11691.0,24,Train
TSC,Body Con 1.45-2.30pm,27-Apr-18,13:45:00,24,6,1299.0,2018-04-27,Friday,13,25.0,7794.0,24,Train
TSC,Body Con 1.45-2.30pm,4-May-18,13:45:00,24,1,1299.0,2018-05-04,Friday,13,4.17,1299.0,24,Train
TSC,Body Con 1.45-2.30pm,11-May-18,13:45:00,24,7,1299.0,2018-05-11,Friday,13,29.17,9093.0,24,Train
TSC,Body Con 1.45-2.30pm,18-May-18,13:45:00,24,5,1299.0,2018-05-18,Friday,13,20.83,6495.0,24,Train
TSC,Body Con 1.45-2.30pm,25-May-18,13:45:00,24,7,1299.0,2018-05-25,Friday,13,29.17,9093.0,24,Train
SBP,Body Con 10.30-11.30am,1-Apr-18,10:30:00,40,24,1299.0,2018-04-01,Sunday,10,60.0,31176.0,40,Train
SBP,Body Con 10.30-11.30am,2-Apr-18,10:30:00,35,18,1299.0,2018-04-02,Monday,10,51.43,23382.0,35,Train
SBP,Body Con 10.30-11.30am,8-Apr-18,10:30:00,40,23,1299.0,2018-04-08,Sunday,10,57.5,29877.0,40,Train
SBP,Body Con 10.30-11.30am,9-Apr-18,10:30:00,35,21,1299.0,2018-04-09,Monday,10,60.0,27279.0,35,Train
SBP,Body Con 10.30-11.30am,15-Apr-18,10:30:00,40,29,1299.0,2018-04-15,Sunday,10,72.5,37671.0,40,Train
SBP,Body Con 10.30-11.30am,16-Apr-18,10:30:00,35,19,1299.0,2018-04-16,Monday,10,54.29,24681.0,35,Train
SBP,Body Con 10.30-11.30am,22-Apr-18,10:30:00,40,26,1299.0,2018-04-22,Sunday,10,65.0,33774.0,40,Train
SBP,Body Con 10.30-11.30am,23-Apr-18,10:30:00,35,22,1299.0,2018-04-23,Monday,10,62.86,28578.0,35,Train
SBP,Body Con 10.30-11.30am,29-Apr-18,10:30:00,40,29,1299.0,2018-04-29,Sunday,10,72.5,37671.0,40,Train
SBP,Body Con 10.30-11.30am,30-Apr-18,10:30:00,35,24,1299.0,2018-04-30,Monday,10,68.57,31176.0,35,Train
SBP,Body Con 10.30-11.30am,6-May-18,10:30:00,40,19,1299.0,2018-05-06,Sunday,10,47.5,24681.0,40,Train
SBP,Body Con 10.30-11.30am,7-May-18,10:30:00,35,26,1299.0,2018-05-07,Monday,10,74.29,33774.0,35,Train
SBP,Body Con 10.30-11.30am,13-May-18,10:30:00,40,28,1299.0,2018-05-13,Sunday,10,70.0,36372.0,40,Train
SBP,Body Con 10.30-11.30am,14-May-18,10:30:00,35,22,1299.0,2018-05-14,Monday,10,62.86,28578.0,35,Train
SBP,Body Con 10.30-11.30am,20-May-18,10:30:00,40,24,1299.0,2018-05-20,Sunday,10,60.0,31176.0,40,Train
SBP,Body Con 10.30-11.30am,21-May-18,10:30:00,35,17,1299.0,2018-05-21,Monday,10,48.57,22083.0,35,Train
SBP,Body Con 10.30-11.30am,27-May-18,10:30:00,40,25,1299.0,2018-05-27,Sunday,10,62.5,32475.0,40,Train
SBP,Body Con 10.30-11.30am,28-May-18,10:30:00,35,27,1299.0,2018-05-28,Monday,10,77.14,35073.0,35,Train
TSC,Body Con 11.30am-12.30pm,4-Apr-18,11:30:00,24,6,1299.0,2018-04-04,Wednesday,11,25.0,7794.0,24,Train
TSC,Body Con 11.30am-12.30pm,11-Apr-18,11:30:00,24,8,1299.0,2018-04-11,Wednesday,11,33.33,10392.0,24,Train
TSC,Body Con 11.30am-12.30pm,18-Apr-18,11:30:00,24,10,1299.0,2018-04-18,Wednesday,11,41.67,12990.0,24,Train
TSC,Body Con 11.30am-12.30pm,25-Apr-18,11:30:00,24,11,1299.0,2018-04-25,Wednesday,11,45.83,14289.0,24,Train
TSC,Body Con 11.30am-12.30pm,2-May-18,11:30:00,24,12,1299.0,2018-05-02,Wednesday,11,50.0,15588.0,24,Train
TSC,Body Con 11.30am-12.30pm,9-May-18,11:30:00,24,12,1299.0,2018-05-09,Wednesday,11,50.0,15588.0,24,Train
TSC,Body Con 11.30am-12.30pm,16-May-18,11:30:00,24,13,1299.0,2018-05-16,Wednesday,11,54.17,16887.0,24,Train
TSC,Body Con 11.30am-12.30pm,23-May-18,11:30:00,24,11,1299.0,2018-05-23,Wednesday,11,45.83,14289.0,24,Train
TSC,Body Con 11.30am-12.30pm,30-May-18,11:30:00,24,11,1299.0,2018-05-30,Wednesday,11,45.83,14289.0,24,Train
BRP,Body Con 4.30-5.30pm,4-Apr-18,16:30:00,35,26,1299.0,2018-04-04,Wednesday,16,74.29,33774.0,35,Train
BRP,Body Con 4.30-5.30pm,11-Apr-18,16:30:00,35,21,1299.0,2018-04-11,Wednesday,16,60.0,27279.0,35,Train
BRP,Body Con 4.30-5.30pm,18-Apr-18,16:30:00,35,20,1299.0,2018-04-18,Wednesday,16,57.14,25980.0,35,Train
BRP,Body Con 4.30-5.30pm,25-Apr-18,16:30:00,35,19,1299.0,2018-04-25,Wednesday,16,54.29,24681.0,35,Train
BRP,Body Con 4.30-5.30pm,2-May-18,16:30:00,35,22,1299.0,2018-05-02,Wednesday,16,62.86,28578.0,35,Train
BRP,Body Con 4.30-5.30pm,16-May-18,16:30:00,35,27,1299.0,2018-05-16,Wednesday,16,77.14,35073.0,35,Train
BRP,Body Con 4.30-5.30pm,23-May-18,16:30:00,35,17,1299.0,2018-05-23,Wednesday,16,48.57,22083.0,35,Train
BRP,Body Con 4.30-5.30pm,30-May-18,16:30:00,35,24,1299.0,2018-05-30,Wednesday,16,68.57,31176.0,35,Train
BRP,Body Cond  11-12noon,2-Apr-18,11:00:00,35,26,1299.0,2018-04-02,Monday,11,74.29,33774.0,35,Train
BRP,Body Cond  11-12noon,9-Apr-18,11:00:00,35,18,1299.0,2018-04-09,Monday,11,51.43,23382.0,35,Train
BRP,Body Cond  11-12noon,16-Apr-18,11:00:00,35,22,1299.0,2018-04-16,Monday,11,62.86,28578.0,35,Train
BRP,Body Cond  11-12noon,23-Apr-18,11:00:00,35,18,1299.0,2018-04-23,Monday,11,51.43,23382.0,35,Train
BRP,Body Cond  11-12noon,30-Apr-18,11:00:00,35,27,1299.0,2018-04-30,Monday,11,77.14,35073.0,35,Train
BRP,Body Cond  11-12noon,7-May-18,11:00:00,35,23,1299.0,2018-05-07,Monday,11,65.71,29877.0,35,Train
BRP,Body Cond  11-12noon,14-May-18,11:00:00,35,19,1299.0,2018-05-14,Monday,11,54.29,24681.0,35,Train
BRP,Body Cond  11-12noon,28-May-18,11:00:00,35,18,1299.0,2018-05-28,Monday,11,51.43,23382.0,35,Train
